area_type,availability,location,size,total_sqft,bath,balcony,price
House,20-Dec,Clifton,3 BHK,1629,3,2,79
House,Ready To Move,Defence Garden,3 BHK,1580,2,0,134
Appartment,21-Jun,Kashmir Road,3 BHK,1826,3,2,121
House,Ready To Move,Navy Housing Scheme Karsaz,2 BHK,1245,2,1,94
Appartment,Ready To Move,Clifton Block nine,2 BHK,1145,2,2,45.79
Appartment,Ready To Move,Abid Town,2 BHK,825,2,1,33
Appartment,18-Aug,Gohar Green City,3 BHK,1693,3,3,108
Appartment,Ready To Move,Hill Park,2 BHK,1113.27,2,2,53
House,Ready To Move,Korangi Creek,2 BHK,1460,2,1,58
House,Ready To Move,Soldier Bazar,2 BHK,1050,2,1,32
House,Ready To Move,PECHS,2 BHK,1260,2,2,55
Appartment,Ready To Move,Garden East,6 BHK,700,3,,120
House,Ready To Move,Karimabad,2 BHK,1656,2,1,120
Appartment,Ready To Move,Khayaban-e-Bukhari,3 BHK,1208,3,1,45
Appartment,Ready To Move,Jamshed Quarter,3 BHK,1910,3,2,161
Appartment,Ready To Move,Civic Centre,4 BHK,3252,4,1,230
Plot,Ready To Move,Korangi Road,2 Bedroom,1200,2,1,65
Appartment,Ready To Move,Sunset Boulevard,4 BHK,1200,4,1,175
Appartment,Ready To Move,Khayaban-e-Jami,2 BHK,1175,2,1,82
Plot,Ready To Move,Khayaban-e-Ittehad,2 Bedroom,1000,2,0,165
Plot,Ready To Move,Khayaban-e-Bahria,4 Bedroom,1200,2,0,125
Appartment,Ready To Move,Khayaban-e-Badban,3 BHK,2390,3,2,410
Appartment,19-Jan,Khayaban-e-Hilal,7 BHK,12000,6,3,2200
Plot,Ready To Move,Khayaban-e-Shahbaz,2 Bedroom,550,1,1,62
Appartment,Ready To Move,Khayaban-e-Sehar,1 BHK,34.46Sq. Meter,1,0,18.5
Appartment,Ready To Move,Khayaban-e-Rahat,2 BHK,1185,2,,38
Appartment,Ready To Move,Khayaban-e-Muhafiz,2 BHK,750,2,1,38
Plot,Ready To Move,Khayaban-e-Bukhari,6 Bedroom,1200,7,3,250
Appartment,Ready To Move,Khayaban-e-Nishat,3 BHK,1550,3,3,64.5
House,Ready To Move,Commercial Avenue,3 BHK,1760,3,2,88
Appartment,Ready To Move,Khayaban-e-Hafiz,2 BHK,1125,2,2,62
Plot,Ready To Move,Khayaban-e-Muslim,3 Bedroom,1350,3,2,150
Plot,17-Dec,Khayaban-e-Shaheen,2 Bedroom,1000,2,1,55
House,18-Aug,Khayaban-e-Shujaat,2 BHK,1090,2,2,31.48
Plot,Ready To Move,Jamshed Quarter,2 Bedroom,1200,2,0,60
Appartment,Ready To Move,Saba Avenue,3 BHK,1991,4,2,103
Appartment,18-Oct,Beach Avenue,2 BHK,1060,2,1,26.5
Appartment,Ready To Move,Khayaban-e-Mujahid,2 BHK,1105,2,1,75
House,Ready To Move,Khayaban-e-Janbaz,2 BHK,985,2,2,67
Plot,Ready To Move,Khayaban-e-Shamsheer,6 Bedroom,1533,5,3,85
Appartment,17-Jul,Khayaban-e-Tanzeem,3 BHK,1590,3,2,79
Appartment,Ready To Move,Khayaban-e-Tauheed,2 BHK,1120,2,2,55
Appartment,Ready To Move,Khayabane-e-Amir Khusro,2 BHK,1069,2,1,55
Appartment,Ready To Move,Khayaban-e-Tariq,3 BHK,1933,3,2,140
House,16-Mar,Khaliq-uz-Zaman,2 BHK,1194,2,0,69
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1150,2,3,69
Appartment,Ready To Move,Muslimabad,2 BHK,1240,2,2,47.12
Appartment,Ready To Move,Gulshan-E-Iqbal one,2 BHK,1419,2,2,48.1
Plot,Ready To Move,Gulshan-E-Iqbal two,8 Bedroom,1200,8,,250
Appartment,Ready To Move,PIB Colony,3 BHK,2150,4,,240
Appartment,Ready To Move,DHA Defence,3 BHK,1450,3,2,55
Appartment,18-Jul,North Nazimabad,3 BHK,1630,3,2,68.29
Appartment,Ready To Move,Saddar Town,2 BHK,708,1,1,40
Plot,Ready To Move,Gulshan-e-Iqbal Town,3 Bedroom,1000,4,3,110
Plot,Ready To Move,Tariq Road,4 Bedroom,11890,4,3,700
Appartment,Ready To Move,Clifton,2 BHK,1250,2,1,76
Appartment,Ready To Move,Frere Town,3 BHK,1400,2,1,95
Appartment,Ready To Move,Nazimabad,3 BHK,1670,2,3,57
Appartment,Ready To Move,Khalid Bin Walid Road,3 BHK,1750,3,2,100
Appartment,Ready To Move,Garden West,2 BHK,1404,2,1,71
Appartment,Ready To Move,Clifton,3 BHK,1715,2,2,95
House,18-Apr,Clifton,1 BHK,630,1,1,34.65
Appartment,Ready To Move,Gulistan-e-Jauhar ,3 BHK,1752.12,3,2,135
Appartment,Ready To Move,Malir,3 BHK,1650,3,2,78
Appartment,Ready To Move,Mehmoodabad,2 BHK,1295,2,1,55.47
Plot,Ready To Move,Jamshed Town ,3 Bedroom,1800,3,2,252
Appartment,18-Sep,Clifton Block nine,2 BHK,1346,2,1,74.03
Plot,Ready To Move,DHA Phase seven,4 Bedroom,1200,4,2,200
Appartment,Ready To Move,DHA Phase six,2 BHK,1150,2,2,55
House,Ready To Move,Dhoraji Colony,4 Bedroom,3309,4,3,325
Appartment,18-May,Cornish Society Scheme ,3 BHK,1190,2,2,30.35
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1620,3,2,98
Appartment,18-Apr,North Karachi,2 BHK,950,2,1,46.96
Appartment,Ready To Move,Punjab Colony,11 BHK,5000,9,3,360
Appartment,Ready To Move, North Karachi,3 BHK,2450,3,0,120
Appartment,18-May,Airport Road,3 BHK,1220,2,1,35.23
Appartment,Ready To Move,Kashmir Road,2 BHK,850,2,1,30
House,Ready To Move,Clifton,2 BHK,1020,2,2,63
House,Ready To Move,Defence Garden,2 BHK,1100,2,2,50
Appartment,Ready To Move,Kashmir Road,2 BHK,1150,2,2,126
Appartment,18-Dec,Navy Housing Scheme Karsaz,3 BHK,1760,2,2,130
Appartment,Ready To Move,Clifton Block nine,3 BHK,1800,3,3,110
Appartment,Ready To Move,DHA Defence,2 BHK,1070,2,1,54
Plot,Ready To Move,North Nazimabad,4 Bedroom,1500,4,2,220
Plot,Ready To Move,Saddar Town,2 Bedroom,1440,2,0,95
Appartment,Ready To Move,Gulshan-e-Iqbal Town,2 BHK,900,2,1,40
House,Ready To Move,Tariq Road,4 BHK,1200,4,1,230
Appartment,18-May,Clifton,2 BHK,1130,2,1,42.16
Appartment,Ready To Move,Frere Town,2 BHK,1320,2,1,165
Appartment,19-Jun,Nazimabad,2 BHK,1270,2,1,98
House,Ready To Move,Khalid Bin Walid Road,2 BHK,1200,2,1,62
Appartment,Ready To Move,Garden West,4 BHK,4800,4,,235
Appartment,Ready To Move,Clifton,2 BHK,1200,2,1,74
Appartment,Ready To Move,Clifton,2 BHK,929,2,0,50.17
House,Ready To Move,Gulistan-e-Jauhar ,4 BHK,1150,4,2,260
Plot,Ready To Move,Malir,4 Bedroom,1125,4,3,180
Plot,Ready To Move,Mehmoodabad,5 Bedroom,500,3,2,65
Plot,Ready To Move,Jamshed Town ,5 Bedroom,1200,5,2,190
Appartment,Ready To Move,Clifton Block nine,3 BHK,1464,3,2,56
Appartment,Ready To Move,DHA Phase seven,4 BHK,3600,4,3,400
Plot,Ready To Move,DHA Phase six,4 Bedroom,2000,4,2,99
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1208,2,1,49
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1130,2,2,60
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1753,3,2,120
Appartment,Ready To Move,North Karachi,5 BHK,4500,7,3,337
Plot,Ready To Move,Punjab Colony,3 Bedroom,600,3,2,58
Appartment,22-Jun, North Karachi,2 BHK,1196,2,2,94.42
House,Ready To Move,Airport Road,2 BHK,1150,3,3,52.5
Appartment,18-Apr,Kashmir Road,2 BHK,1128,2,1,63
Appartment,Ready To Move,Clifton,2 BHK,1000,2,1,53
Appartment,Ready To Move,Defence Garden,2 BHK,1035,2,1,45
House,Ready To Move,Kashmir Road,2 BHK,950,2,1,32
Appartment,Ready To Move,Navy Housing Scheme Karsaz,3 BHK,1075,2,1,36
Appartment,Ready To Move,Clifton Block nine,2 BHK,1040,2,1,48.5
Plot,17-Oct,Abid Town,2 Bedroom,720,2,1,45
Appartment,Ready To Move,Gohar Green City,3 BHK,1511,3,1,95
House,Ready To Move,Hill Park,3 BHK,1300,3,1,58
Appartment,19-Dec,Korangi Creek,3 BHK,1545,3,1,68.75
House,Ready To Move,Soldier Bazar,1 BHK,375,2,0,26
Appartment,Ready To Move,PECHS,2 BHK,1062,2,3,38
Appartment,Ready To Move,Garden East,2 BHK,1115,2,1,40
Appartment,Ready To Move,Karimabad,2 BHK,1000,2,1,35
Appartment,17-May,Khayaban-e-Bukhari,2 BHK,883,2,1,45
Appartment,19-Apr,Jamshed Quarter,2 BHK,1195,2,1,70
Plot,Ready To Move,Civic Centre,4 Bedroom,1200,3,1,165
House,Ready To Move,Korangi Road,1 Bedroom,700,1,0,41
Appartment,Ready To Move,Sunset Boulevard,2 BHK,1246,2,1,67
Plot,Ready To Move,Khayaban-e-Jami,4 Bedroom,660,4,2,90
Plot,Ready To Move,Khayaban-e-Ittehad,4 Bedroom,8500,4,2,145
Appartment,Ready To Move,Khayaban-e-Bahria,4 BHK,1600,4,1,80
Appartment,18-Dec,Khayaban-e-Badban,4 BHK,2805,5,3,154
Appartment,Ready To Move,Khayaban-e-Hilal,3 BHK,1584,3,,65
Plot,Ready To Move,Khayaban-e-Shahbaz,4 Bedroom,3000,5,1,275
House,Ready To Move,Khayaban-e-Sehar,3 BHK,1175,2,2,48
House,19-Jul,Khayaban-e-Rahat,3 BHK,1595,3,2,115
Appartment,Ready To Move,Khayaban-e-Muhafiz,2 BHK,1353,2,2,110
Appartment,18-Apr,Khayaban-e-Bukhari,3 BHK,1599,3,2,125
Appartment,Ready To Move,Khayaban-e-Nishat,2 BHK,1150,2,1,70
Appartment,17-Dec,Commercial Avenue,4 BHK,5230,6,1,465
Appartment,Ready To Move,Khayaban-e-Hafiz,2 BHK,1155,2,2,42.74
House,Ready To Move,Khayaban-e-Muslim,1 BHK,1200,2,0,85
Appartment,18-Jul,Khayaban-e-Shaheen,2 BHK,1000,2,1,25
Appartment,Ready To Move,Khayaban-e-Shujaat,4 BHK,3000,4,,120
House,Ready To Move,Jamshed Quarter,3 BHK,1867,3,1,160
Appartment,18-Jun,Saba Avenue,2 BHK,1251,2,1,47
Appartment,18-Apr,Beach Avenue,2 BHK,1028,2,1,45.5
Appartment,Ready To Move,Khayaban-e-Mujahid,2 BHK,1222,2,2,45
Appartment,Ready To Move,Khayaban-e-Janbaz,3 BHK,1170,2,1,66
Appartment,Ready To Move,Khayaban-e-Shamsheer,3 BHK,2400,4,1,245
Appartment,Ready To Move,Khayaban-e-Tanzeem,3 BHK,1385,2,2,48.48
Appartment,Ready To Move,Khayaban-e-Tauheed,2 BHK,1372,2,1,68
Appartment,Ready To Move,Khayabane-e-Amir Khusro,3 BHK,1282,2,2,49
Appartment,Ready To Move,Khayaban-e-Tariq,9 BHK,5000,9,3,210
House,Ready To Move,Khaliq-uz-Zaman,5 Bedroom,3000,3,1,528
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1135,2,1,39.73
House,20-Dec,Muslimabad,3 BHK,1768,3,2,101
House,Ready To Move,Gulshan-E-Iqbal one,3 BHK,1325,2,1,90
Appartment,18-Apr,Gulshan-E-Iqbal two,3 BHK,1599,3,2,99
Plot,18-Mar,PIB Colony,3 Bedroom,1500,3,1,61.95
Plot,Ready To Move,DHA Defence,3 Bedroom,2610,3,0,499
Appartment,Ready To Move,North Nazimabad,2 BHK,1286,2,2,63
House,Ready To Move,Saddar Town,5 BHK,2845,5,1,140
Appartment,Ready To Move,Gulshan-e-Iqbal Town,3 BHK,1600,2,,50
Appartment,18-Sep,Tariq Road,2 BHK,1195 - 1440,2,0,63.77
Appartment,Ready To Move,Clifton,3 BHK,3450,5,2,260
Appartment,18-Apr,Frere Town,2 BHK,1102,2,2,53.67
Appartment,Ready To Move,Nazimabad,2 BHK,1350,2,2,54
Appartment,Ready To Move,Khalid Bin Walid Road,3 BHK,1200,2,2,42
Plot,Ready To Move,Garden West,6 Bedroom,1300,6,0,145
Plot,Ready To Move,Clifton,2 Bedroom,1800,1,1,80
House,Ready To Move,Clifton,2 BHK,950,2,1,40
Appartment,21-Dec,Gulistan-e-Jauhar ,1 BHK,525,1,1,27.25
House,Ready To Move,Malir,2 BHK,656,2,1,25
Plot,Ready To Move,Mehmoodabad,4 Bedroom,1780,4,3,175
Appartment,Ready To Move,Jamshed Town ,2 BHK,1056,2,1,80
Appartment,21-Feb,Clifton Block nine,1 BHK,595,1,1,33.32
House,Ready To Move,DHA Phase seven,2 BHK,1080,2,2,50
Appartment,19-Dec,DHA Phase six,3 BHK,2225,3,1,160
Appartment,18-Aug,Dhoraji Colony,2 BHK,1126,2,1,28.15
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1490,3,1,84
Plot,Ready To Move,Cornish Society Scheme ,4 Bedroom,2000,4,1,300
Appartment,Ready To Move,North Karachi,3 BHK,1550,3,3,100
Appartment,Ready To Move,Punjab Colony,3 BHK,1600,3,2,86
House,Ready To Move, North Karachi,2 BHK,1160,2,1,55
House,Ready To Move,Airport Road,4 Bedroom,4144,4,3,315
Appartment,Ready To Move,Kashmir Road,3 BHK,2100,3,2,125
Appartment,Ready To Move,Clifton,2 BHK,1404,2,1,69.3
Plot,Ready To Move,Defence Garden,4 Bedroom,2230,4,3,225
Appartment,Ready To Move,Kashmir Road,3 BHK,1544,3,,120
Appartment,18-May,Navy Housing Scheme Karsaz,3 BHK,1305,2,1,58.7
Appartment,Ready To Move,Clifton Block nine,2 BHK,1230,2,2,80
Plot,Ready To Move,DHA Defence,2 Bedroom,1200,2,0,65
Appartment,Ready To Move,North Nazimabad,3 BHK,1460,3,1,73
Plot,Immediate Possession,Saddar Town,,1200 - 2400,,,34.185
House,Ready To Move,Gulshan-e-Iqbal Town,2 BHK,967,2,3,45
House,Ready To Move,Tariq Road,1 Bedroom,540,1,1,36
Appartment,19-Dec,Clifton,1 BHK,715,1,2,46
Appartment,Ready To Move,Frere Town,3 BHK,2500,3,2,313
Appartment,Ready To Move,Nazimabad,3 BHK,1578,3,1,180
Appartment,Ready To Move,Khalid Bin Walid Road,2 BHK,1020,2,1,48.95
Appartment,Ready To Move,Garden West,2 BHK,1020,2,1,40
Appartment,Ready To Move,Clifton,2 BHK,1253,2,1,102
Appartment,Ready To Move,Clifton,2 BHK,1180,2,2,42
Appartment,Ready To Move,Gulistan-e-Jauhar ,2 BHK,961,2,2,38
House,Ready To Move,Malir,3 BHK,1419,3,3,75
Appartment,Ready To Move,Mehmoodabad,3 BHK,1709,3,2,150
Plot,Ready To Move,Jamshed Town ,2 Bedroom,1600,2,0,115
Appartment,18-Jul,Clifton Block nine,1 BHK,416,1,1,18.5
Carpet  Area,Ready To Move,DHA Phase seven,2 BHK,1100,2,2,98
Appartment,Ready To Move,DHA Phase six,3 BHK,1430,2,1,65
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1260,2,2,45
House,Ready To Move,Cornish Society Scheme ,3 BHK,1630,3,2,85
Appartment,19-May,Cornish Society Scheme ,3 BHK,1249,3,2,44.71
Appartment,Ready To Move,North Karachi,3 BHK,1450,2,3,85
Appartment,17-Nov,Punjab Colony,3 BHK,2791,3,1,223
Appartment,Ready To Move, North Karachi,1 BHK,600,1,0,90
House,Ready To Move,Airport Road,1 BHK,834,1,1,60
Plot,Ready To Move,Kashmir Road,3 Bedroom,1125,4,1,70
Appartment,Ready To Move,Clifton,3 BHK,2060,3,2,140
Appartment,19-Jan,Defence Garden,7 BHK,12000,7,3,2200
House,Ready To Move,Kashmir Road,2 BHK,891,2,1,25
Appartment,Ready To Move,Navy Housing Scheme Karsaz,2 BHK,1133,2,1,49.07
House,Ready To Move,Clifton Block nine,3 BHK,1075,2,1,37
Appartment,18-May,Abid Town,4 BHK,3000,5,2,260
Plot,Ready To Move,Gohar Green City,4 Bedroom,2440,5,2,425
House,Ready To Move,Hill Park,2 BHK,1200,2,2,55
Appartment,Ready To Move,Korangi Creek,2 BHK,1075,2,2,45.8
Appartment,Ready To Move,Soldier Bazar,2 BHK,1140,2,2,40
Plot,Ready To Move,PECHS,5 Bedroom,940,4,2,150
Plot,Ready To Move,Garden East,6 Bedroom,2160,5,1,250
Appartment,Ready To Move,Karimabad,2 BHK,1090,2,1,42
House,Ready To Move,Khayaban-e-Bukhari,4 Bedroom,1500,4,1,70
Appartment,Ready To Move,Jamshed Quarter,4 BHK,4104,4,2,360
Appartment,Ready To Move,Civic Centre,3 BHK,1790,3,,100
Appartment,18-Dec,Korangi Road,3 BHK,1920,3,2,134
House,Ready To Move,Sunset Boulevard,2 BHK,1374,2,2,95
Carpet  Area,Ready To Move,Khayaban-e-Jami,3 BHK,1445,3,2,95
Appartment,19-Dec,Khayaban-e-Ittehad,1 BHK,711,1,1,36
Appartment,Ready To Move,Khayaban-e-Bahria,3 BHK,1500,3,3,95
Appartment,Ready To Move,Khayaban-e-Badban,3 BHK,1720,3,3,100
Appartment,Ready To Move,Khayaban-e-Hilal,3 BHK,1400,3,2,60
House,Ready To Move,Khayaban-e-Shahbaz,2 BHK,1030,2,2,49
Appartment,Ready To Move,Khayaban-e-Sehar,2 BHK,1200,2,1,85
Carpet  Area,18-Jul,Khayaban-e-Rahat,3 BHK,1375,3,2,70
Plot,Ready To Move,Khayaban-e-Muhafiz,2 Bedroom,1050,1,,56
Appartment,Ready To Move,Khayaban-e-Bukhari,3 BHK,2250,3,2,160
Appartment,Ready To Move,Khayaban-e-Nishat,2 BHK,1000,2,2,50
Appartment,Ready To Move,Commercial Avenue,1 BHK,469,1,0,25
Appartment,Ready To Move,Khayaban-e-Hafiz,4 BHK,3800,4,3,250
Appartment,Ready To Move,Khayaban-e-Muslim,2 BHK,883,2,1,29
Appartment,Ready To Move,Khayaban-e-Shaheen,3 BHK,1820,2,3,86
House,Ready To Move,Khayaban-e-Shujaat,3 BHK,1440,2,3,65
Appartment,Ready To Move,Jamshed Quarter,6 BHK,3600,4,1,160
House,Ready To Move,Saba Avenue,4 BHK,2500,5,2,325
Appartment,18-Aug,Beach Avenue,2 BHK,1225,2,2,48
Plot,Ready To Move,Khayaban-e-Mujahid,3 Bedroom,4000,3,1,660
Carpet  Area,Ready To Move,Khayaban-e-Janbaz,2 BHK,875,2,3,52.8
Appartment,Ready To Move,Khayaban-e-Shamsheer,1 BHK,750,1,2,40
Appartment,Ready To Move,Khayaban-e-Tanzeem,2 BHK,1180,2,3,80
Appartment,Ready To Move,Khayaban-e-Tauheed,2 BHK,1194,2,2,47
Appartment,Ready To Move,Khayabane-e-Amir Khusro,3 BHK,1500,2,2,62
Appartment,Ready To Move,Khayaban-e-Tariq,2 BHK,1160,2,2,52.2
House,Ready To Move,Khaliq-uz-Zaman,9 Bedroom,4125Perch,9,,265
Appartment,Ready To Move,Dhoraji Colony,3 BHK,2378,3,1,262
Appartment,Ready To Move,Muslimabad,2 BHK,1128,2,1,60
Appartment,Ready To Move,Gulshan-E-Iqbal one,3 BHK,1500,3,1,150
House,18-Aug,Gulshan-E-Iqbal two,3 BHK,1220,2,1,35.23
Appartment,Ready To Move,PIB Colony,2 BHK,1210,2,2,58
Appartment,20-Oct,DHA Defence,3 BHK,1100,2,1,58
Appartment,Ready To Move,North Nazimabad,3 BHK,1200,3,2,46
House,18-Mar,Saddar Town,4 BHK,3385,5,,260
Appartment,Ready To Move,Gulshan-e-Iqbal Town,3 BHK,1641,3,2,66
Appartment,Ready To Move,Tariq Road,2 BHK,1200,2,1,45
Appartment,Ready To Move,Clifton,2 BHK,1260,2,1,67.39
Appartment,Ready To Move,Frere Town,3 BHK,1720,3,3,78
Appartment,Ready To Move,Nazimabad,2 BHK,1120 - 1145,2,0,48.13
Appartment,Ready To Move,Khalid Bin Walid Road,2 BHK,1210,2,1,45.98
House,Ready To Move,Garden West,4 Bedroom,2200,4,2,200
Appartment,Ready To Move,Clifton,3 BHK,1075,2,1,45
House,Ready To Move,Clifton,3 BHK,1702,3,2,130
Appartment,Ready To Move,Gulistan-e-Jauhar ,2 BHK,1630,2,2,200
Appartment,Ready To Move,Malir,2 BHK,1141,2,2,38.55
Appartment,18-Apr,Mehmoodabad,3 BHK,2072,3,2,108
Appartment,18-Dec,Jamshed Town ,5 BHK,4400 - 6640,,,375
House,Ready To Move,Clifton Block nine,3 Bedroom,1200,2,0,70
Appartment,Ready To Move,DHA Phase seven,3 BHK,1350,3,0,77
House,18-Mar,DHA Phase six,4 Bedroom,3090 - 5002,4,0,445
Appartment,18-Dec,Dhoraji Colony,3 BHK,1180,2,2,78.34
House,Ready To Move,Cornish Society Scheme ,3 BHK,35000,3,3,130
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1355,2,2,115
Plot,Ready To Move,North Karachi,1 Bedroom,600,1,0,50
Plot,Ready To Move,Punjab Colony,7 Bedroom,1200,7,,150
Appartment,Ready To Move, North Karachi,3 BHK,1640,2,1,120
Plot,Ready To Move,Airport Road,5 Bedroom,1200,5,0,100
Appartment,Ready To Move,Kashmir Road,3 BHK,1190,2,2,57
Plot,Ready To Move,Clifton,4 Bedroom,2400,4,2,375
Appartment,Ready To Move,Defence Garden,2 BHK,1019,2,2,49.85
Appartment,Ready To Move,Kashmir Road,3 BHK,1875,3,2,165
Appartment,18-May,Navy Housing Scheme Karsaz,3 BHK,1250,3,2,40
Plot,Ready To Move,Clifton Block nine,3 Bedroom,1200,3,2,140
Appartment,Ready To Move,DHA Defence,2 BHK,1140,2,1,56
Appartment,Ready To Move,North Nazimabad,3 BHK,1683,3,1,109
Appartment,Ready To Move,Saddar Town,3 BHK,1515,3,,83.3
Appartment,19-Dec,Gulshan-e-Iqbal Town,4 BHK,2118,4,2,111
House,Ready To Move,Tariq Road,4 Bedroom,1380,3,0,58
Appartment,Ready To Move,Clifton,2 BHK,1083,2,2,61.75
Plot,Ready To Move,Frere Town,2 Bedroom,600,2,1,55
House,Ready To Move,Nazimabad,3 BHK,2300,3,3,120
Appartment,Ready To Move,Khalid Bin Walid Road,2 BHK,1240,2,2,60
Appartment,Ready To Move,Garden West,3 BHK,1750,3,1,120
Appartment,18-Apr,Clifton,2 BHK,1230,2,,43.48
Plot,17-Aug,Clifton,3 Bedroom,1500,3,1,139
Appartment,Ready To Move,Gulistan-e-Jauhar ,2 BHK,985,2,1,40.39
Plot,Ready To Move,Malir,3 Bedroom,1500,2,1,87
House,18-Dec,Mehmoodabad,2 BHK,1125,2,1,32.49
House,Ready To Move,Jamshed Town ,2 BHK,950,2,1,44
Appartment,18-Dec,Clifton Block nine,5 BHK,4400 - 6800,,,548.5
Appartment,Ready To Move,DHA Phase seven,3 BHK,1580,3,3,76
Plot,Ready To Move,DHA Phase six,3 Bedroom,1092,2,1,98.5
House,18-Jul,Dhoraji Colony,2 BHK,1090,2,1,28.34
House,19-Mar,Cornish Society Scheme ,3 Bedroom,2264,3,1,159
Appartment,19-Aug,Cornish Society Scheme ,3 BHK,1033,2,2,25.53
Appartment,18-Apr,North Karachi,2 BHK,810,2,2,24.5
Appartment,Ready To Move,Punjab Colony,2 BHK,1045,2,0,45
Appartment,18-Sep, North Karachi,2 BHK,1337,2,1,82
Appartment,Ready To Move,Airport Road,2 BHK,1200,2,2,32
Appartment,Ready To Move,Kashmir Road,3 BHK,1580,3,2,160
Appartment,Ready To Move,Clifton,3 BHK,1500,2,3,54
Appartment,18-Sep,Defence Garden,3 BHK,1640,4,2,91
Appartment,Ready To Move,Kashmir Road,3 BHK,1570,3,2,62
Appartment,Ready To Move,Navy Housing Scheme Karsaz,3 BHK,1470,2,2,82
Appartment,Ready To Move,Clifton Block nine,2 BHK,1160,2,2,40.61
House,Ready To Move,Abid Town,2 BHK,1050,2,1,71
Appartment,20-Jun,Gohar Green City,3 BHK,1855,3,1,225
Appartment,Ready To Move,Hill Park,3 BHK,1460,2,1,90
House,Ready To Move,Korangi Creek,3 BHK,1823,3,2,100
Appartment,Ready To Move,Soldier Bazar,2 BHK,1094,2,2,42
Appartment,Ready To Move,PECHS,2 BHK,1153,2,2,57
House,Ready To Move,Garden East,3 BHK,1325,3,1,57
Plot,Ready To Move,Karimabad,4 Bedroom,1200,3,2,85
House,Ready To Move,Khayaban-e-Bukhari,3 BHK,1590,2,2,125
Plot,Ready To Move,Jamshed Quarter,5 Bedroom,1210,4,2,160
Plot,Ready To Move,Civic Centre,4 Bedroom,1200,4,0,220
Appartment,Ready To Move,Korangi Road,2 BHK,1202,2,1,48
House,Ready To Move,Sunset Boulevard,2 BHK,1202,2,1,53
Appartment,Ready To Move,Khayaban-e-Jami,2 BHK,1200,2,3,62.5
Appartment,18-Feb,Khayaban-e-Ittehad,3 BHK,1688,3,1,118
House,Ready To Move,Khayaban-e-Bahria,2 BHK,1020,2,1,52
Appartment,Ready To Move,Khayaban-e-Badban,2 BHK,1185,2,2,47
Appartment,17-Oct,Khayaban-e-Hilal,2 BHK,1235,2,1,52.04
Appartment,Ready To Move,Khayaban-e-Shahbaz,4 BHK,3205,5,1,500
Appartment,Ready To Move,Khayaban-e-Sehar,2 BHK,1077,2,2,37.64
Appartment,Ready To Move,Khayaban-e-Rahat,3 BHK,1415,2,3,66
Appartment,18-Apr,Khayaban-e-Muhafiz,3 BHK,2330,3,2,162
Appartment,Ready To Move,Khayaban-e-Bukhari,2 BHK,805,2,2,35
House,Ready To Move,Khayaban-e-Nishat,1 BHK,425,1,0,20.03
Appartment,Ready To Move,Commercial Avenue,2 BHK,1155,2,3,59.95
Appartment,Ready To Move,Khayaban-e-Hafiz,4 BHK,5270,4,3,1250
Appartment,Ready To Move,Khayaban-e-Muslim,2 BHK,656,2,1,22
House,Ready To Move,Khayaban-e-Shaheen,2 BHK,1100,2,0,48
Appartment,Ready To Move,Khayaban-e-Shujaat,2 BHK,1150,2,3,52
Plot,Ready To Move,Jamshed Quarter,1 Bedroom,600,1,1,60
Appartment,Ready To Move,Saba Avenue,2 BHK,1468,2,1,140
Plot,Ready To Move,Beach Avenue,4 Bedroom,4300,5,2,550
Appartment,18-Dec,Khayaban-e-Mujahid,3 BHK,2280,4,2,126
Appartment,Ready To Move,Khayaban-e-Janbaz,2 BHK,1341,2,1,97
Appartment,Ready To Move,Khayaban-e-Shamsheer,2 BHK,1279,2,1,77
Appartment,18-Dec,Khayaban-e-Tanzeem,4 BHK,2225,4,0,98.88
Appartment,Ready To Move,Khayaban-e-Tauheed,2 BHK,1185,2,2,43.51
Appartment,Ready To Move,Khayabane-e-Amir Khusro,3 BHK,1750,3,2,85
Appartment,Ready To Move,Khayaban-e-Tariq,2 BHK,1152,2,1,53.5
Plot,Ready To Move,Khaliq-uz-Zaman,5 Bedroom,1000,4,1,160
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1300,2,3,36
Plot,18-Nov,Muslimabad,4 Bedroom,2760,4,2,155
Appartment,18-Aug,Gulshan-E-Iqbal one,2 BHK,1070,2,2,39
Appartment,Ready To Move,Gulshan-E-Iqbal two,2 BHK,1101,2,0,45
Appartment,Ready To Move,PIB Colony,2 BHK,775,2,1,55
Appartment,Ready To Move,DHA Defence,1 BHK,667,1,1,36.85
Appartment,Ready To Move,North Nazimabad,2 BHK,1070,2,1,55
House,Ready To Move,Saddar Town,3 BHK,1875,2,2,110
Appartment,Ready To Move,Gulshan-e-Iqbal Town,2 BHK,735,2,1,57.99
Plot,Ready To Move,Tariq Road,5 Bedroom,4360,4,1,90
Appartment,Ready To Move,Clifton,3 BHK,1750,3,2,130
